"sep=,"
"Export items"
" "
Account,Item,"Item number",SKU,Manufacturer,Supplier,"Label alcohol","Units per item",Unit,"Items per case","Total quantity"
"Well Crafted Wine & Beverage Co.","Rioja Bodegas Ontanon Crianza 2015",4611,SPA1192,,,14.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Rioja Bodegas Ontanon Crianza 2017",11546,SPA1192,,,14.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Rioja Bodegas Ontanon Crianza 2020",28731,SPA1192,,,14.00,750.000,ml,12,124.000
"Well Crafted Wine & Beverage Co.","Rioja Bodegas Ontanon Reserva 2010",10292,SPA1194,,,14.50,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Rioja Bodegas Riojanas Monte Real Crianza 2015",3094,,,,14.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Rioja Lar de Paula Crianza 2016",10106,SPA1105,,,13.50,750.000,ml,12,170.000
"Well Crafted Wine & Beverage Co.","Rioja Lar de Paula Madurado 2018",10318,SPA1104,,,13.00,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Rioja Lar de Paula Madurado 2020",18247,SPA1104,,,13.00,750.000,ml,12,499.000
"Well Crafted Wine & Beverage Co.","Rioja Lar de Paula Reserva 2016",24303,SPA1106,,,14.00,750.000,ml,12,293.000
"Well Crafted Wine & Beverage Co.","Rioja Lar de Paula Rose 2020",14610,SPA1164,,,13.00,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Rippa Dorii Crianza 2021",28726,SPA1290,,,14.50,750.000,ml,6,216.000
"Well Crafted Wine & Beverage Co.","Rippa Dorii Los Curas 2021",21528,SPA1291,,,13.50,750.000,ml,6,130.000
"Well Crafted Wine & Beverage Co.","Rippa Dorii Los Curas 2022",24058,SPA1291,,,13.50,750.000,ml,6,60.000
"Well Crafted Wine & Beverage Co.","Rippa Dorii Roble 2021",21526,SPA1289,,,14.30,750.000,ml,6,5.000
"Well Crafted Wine & Beverage Co.","Rippa Dorii Roble 2022",25641,SPA1289,,,14.30,750.000,ml,6,3.000
"Well Crafted Wine & Beverage Co.","Rippa Dorii Salomon 2021",22791,SPA1292,,,14.00,750.000,ml,6,195.000
"Well Crafted Wine & Beverage Co.","Rippa Dorii Verdejo 2022",21525,SPA1288,,,13.50,750.000,ml,6,4.000
"Well Crafted Wine & Beverage Co.","Rippa Dorii Verdejo 2023",25640,SPA1288,,,13.50,750.000,ml,6,649.000
"Well Crafted Wine & Beverage Co.","Rivers Edge Barrell Select Pinot Noir 2018",23526,ORO1003,,,13.20,750.000,ml,12,119.000
"Well Crafted Wine & Beverage Co.","Rivers Edge Barrell Select Pinot Noir 2020",24900,ORO1003,,,14.20,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Rivers Edge Elkton Cuvee Pinot Noir 2020",25508,ORO1002,,,14.20,750.000,ml,12,163.000
"Well Crafted Wine & Beverage Co.","Rocca de Sanniti Falanghina  Beneventano 2020",15807,ITA1061,,,13.00,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Rocca dei Sanniti Falanghina  Beneventano 2018",14546,ITA1061,,,13.00,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Rock Ferry 3rd Rock Chardonnay 2019",21818,NWZ1010,,,13.50,750.000,ml,6,743.000
"Well Crafted Wine & Beverage Co.","Rock Ferry 3rd Rock Chardonnay 2020",25451,NWZ1010,,,13.50,750.000,ml,12,312.000
"Well Crafted Wine & Beverage Co.","Rock Ferry 3rd Rock Pinot Gris 2021",21817,NWZ1009,,,13.50,750.000,ml,12,989.000
"Well Crafted Wine & Beverage Co.","Rock Ferry 3rd Rock Pinot Noir 2021",21819,NWZ1011,,,13.50,750.000,ml,12,1087.000
"Well Crafted Wine & Beverage Co.","Rock Ferry 3rd Rock Sauvignon Blanc 2023",23816,NWZ1008,,,12.50,750.000,ml,12,4849.000
"Well Crafted Wine & Beverage Co.","Rock Ferry Brut Rose 2016",23813,NWZ1023,,,13.00,750.000,ml,6,68.000
"Well Crafted Wine & Beverage Co.","Rock Ferry Corners Sauvignon Blanc 2022",21820,NWZ1012,,,13.00,750.000,ml,6,46.000
"Well Crafted Wine & Beverage Co.","Rock Ferry Corners Sauvignon Blanc 2023",25450,NWZ1012,,,13.00,750.000,ml,6,780.000
"Well Crafted Wine & Beverage Co.","Rock Ferry Orchard Pinot Rose 2022",21821,NWZ1015,,,12.50,750.000,ml,6,478.000
"Well Crafted Wine & Beverage Co.","Rock Ferry Pinot Blanc Brut 2020",21823,NWZ1024,,,13.50,750.000,ml,6,25.000
"Well Crafted Wine & Beverage Co.","Rock Ferry Pinot Blanc Brut 2021",23814,NWZ1024,,,13.50,750.000,ml,6,144.000
"Well Crafted Wine & Beverage Co.","Rock Ferry Trig Hill Pinot Noir 2022",23815,NWZ1020,,,13.50,750.000,ml,12,312.000
"Well Crafted Wine & Beverage Co.","Roebuck Estates Blanc de Noir 2018",24131,ENG1003,,,12.00,750.000,ml,6,195.000
"Well Crafted Wine & Beverage Co.","Roebuck Estates Classic Cuvee 2017",24129,ENG1001,,,12.00,750.000,ml,6,10.000
"Well Crafted Wine & Beverage Co.","Roebuck Estates Classic Cuvee 2018",30038,ENG1001,,,12.00,750.000,ml,6,852.000
"Well Crafted Wine & Beverage Co.","Roebuck Estates Rose de Noir 2017",24130,ENG1002,,,12.00,750.000,ml,6,243.000
"Well Crafted Wine & Beverage Co.","Roots Divino NA Blanco Vermouth NV",27235,NON1029,"F.R. Greek Craft Liqueurs",,0.00,750.000,ml,6,272.000
"Well Crafted Wine & Beverage Co.","Roots Divino NA Rosso Vermouth NV",27236,NON1030,"F.R. Greek Craft Liqueurs",,0.00,750.000,ml,6,275.000
"Well Crafted Wine & Beverage Co.","Rueda Heredad de Penalosa Verdejo 2020",14609,SPA1115,,,12.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Rueda Heredad de Penalosa Verdejo 2021",17769,SPA1115,,,12.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Rueda Heredad de Penalosa Verdejo 2022",22868,SPA1115,,,12.50,750.000,ml,12,33.000
"Well Crafted Wine & Beverage Co.","Rueda Isabelino Blanco 2020",14907,SPA1116,,,13.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Rueda Isabelino Blanco 2022",23338,SPA1116,,,13.00,750.000,ml,12,16.000
"Well Crafted Wine & Beverage Co.","Rueda Isabelino Blanco (Damaged label) 2021",23519,SPA1116,,,13.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Rueda Isabelino, Blanco 2017",3170,SPA1116,,,13.00,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Rueda Reina De Castilla Oak Aged Verdejo 2019",11603,SPA1118,,,,750.000,ml,6,1.000
"Well Crafted Wine & Beverage Co.","Rueda Reina De Castilla Oak Aged Verdejo 2022",23337,SPA1118,,,13.50,750.000,ml,6,418.000
"Well Crafted Wine & Beverage Co.","Rueda Reina de Castilla Sauvignon Blanc 2015  1.5 l",3255,SPA1117,,,12.50,1.500,l,12,1.000
"Well Crafted Wine & Beverage Co.","Rueda Reina de Castilla Sauvignon Blanc 2016",23244,SPA1117,,,12.50,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Rueda Reina de Castilla Sauvignon Blanc 2017",3171,SPA1117,,,12.50,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Rueda Reina de Castilla Verdejo 2019",14604,SPA1180,,,13.50,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Ruhl Mann Rose Brut NV",18214,SAMPLE,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Saddleback Merlot 2016",9121,CAL1177,,,14.50,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Saddleback NV Chardonnay 2018",11397,CAL1173,,,14.20,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Saddleback Rancher Red 2019",23383,CAL1175,,,14.45,750.000,ml,12,474.000
"Well Crafted Wine & Beverage Co.","Saddleback Vermentino 2018",9114,CAL1180,,,13.00,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Saddleback Zinfandel 2017",9118,CAL1174,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Saddleback Zinfandel 2018",11398,CAL1174,,,,750.000,ml,12,23.000
"Well Crafted Wine & Beverage Co.","Sailor Seeks Horse Pinot Noir 2022",28243,AUS1045,,,12.50,750.000,ml,12,34.000
"Well Crafted Wine & Beverage Co.","San Juan Jelu Pinot Noir 2013",2425,ARG1014,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","San Juan Jelu Pinot Noir 2016",8631,ARG1014,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Scarpetta Pinot Grigio DOC Friuli (NOVA only) 2022",22194,ITA1104,,,12.50,750.000,ml,12,9.000
"Well Crafted Wine & Beverage Co.","Scarpetta Pinot Grigio DOC Friuli (NOVA only) 2023",24979,ITA1104,,,12.50,750.000,ml,12,180.000
"Well Crafted Wine & Beverage Co.","Scarpetta Prosecco Brut DOC (NOVA only) 2023",22193,ITA1103,,,12.00,750.000,ml,12,32.000
"Well Crafted Wine & Beverage Co.","Scarpetta Prosecco Brut DOC (NOVA only) 2024",30337,ITA1103,,,12.00,750.000,ml,12,96.000
"Well Crafted Wine & Beverage Co.","Scarpetta Timido Brut Rose (NOVA only) NV",22196,ITA1109,,,12.00,750.000,ml,12,201.000
"Well Crafted Wine & Beverage Co.","Scenic Valley Farms Chardonnay 2021",20056,ORO1026,,,11.70,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Scenic Valley Farms Chardonnay 2024",30137,ORO1026,,,12.30,750.000,ml,12,568.000
"Well Crafted Wine & Beverage Co.","Scenic Valley Farms Pinot Gris 2021",18147,ORO1024,,,12.80,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Scenic Valley Farms Pinot Gris 2022",22817,ORO1024,,,13.30,750.000,ml,12,240.000
"Well Crafted Wine & Beverage Co.","Scenic Valley Farms Pinot Noir 2020",23251,ORO1028,,,12.80,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Scenic Valley Farms Pinot Noir 2021",18146,ORO1028,,,12.80,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Scenic Valley Farms Pinot Noir 2022",23513,ORO1028,,,13.20,750.000,ml,12,711.000
"Well Crafted Wine & Beverage Co.","Scenic Valley Farms Pinot Noir 2023",29428,ORO1028,,,13.20,750.000,ml,12,636.000
"Well Crafted Wine & Beverage Co.","Scenic Valley Farms Rose 2021",16878,SAMPLE,,,,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Scheid Vineyards Craftwork Cabernet Sauvignon 2022",27300,CAL1188,,,13.50,750.000,ml,12,7.000
"Well Crafted Wine & Beverage Co.","Scheid Vineyards Craftwork Cabernet Sauvignon 2023",29154,CAL1188,,,13.50,750.000,ml,12,179.000
"Well Crafted Wine & Beverage Co.","Scheid Vineyards Craftwork Cabernet Sauvignon (Stained Lables) 2022",27301,CAL1188,,,13.50,750.000,ml,12,6.000
"Well Crafted Wine & Beverage Co.","Scheid Vineyards Elder Rock Chardonnay 2018",10269,CAL1187,,,13.50,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Scheid Vineyards Elder Rock Chardonnay 2019",15997,CAL1187,,,13.50,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Scheid Vineyards Redwick Estate Red Blend 2019",20206,CAL1182,,,14.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Scheid Vineyards Rocklin Ranch Cabernet Sauvignon 2022",25943,CAL1184,,,13.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Scheid Vineyards Rocklin Ranch Cabernet Sauvignon 2023",29153,CAL1184,,,13.50,750.000,ml,12,262.000
"Well Crafted Wine & Beverage Co.","Scheid Vineyards Rocklin Ranch Chardonnay 2023",25696,CAL1183,,,13.50,750.000,ml,12,476.000
"Well Crafted Wine & Beverage Co.","Scheid Vineyards Rocklin Ranch Pinot Noir 2016",12965,CAL1226,,,13.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Scheid Vineyards Rocklin Ranch Pinot Noir 2022",25412,CAL1185,,,13.50,750.000,ml,12,150.000
"Well Crafted Wine & Beverage Co.","Scheid Craftwork Zinfandel 2020",20759,CAL1236,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Seppeltsfield Cabernet Sauvignon 2021",23144,AUS1029,,,14.00,750.000,ml,12,168.000
"Well Crafted Wine & Beverage Co.","Seppeltsfield Grand Tawny  10yr NV",18063,AUS1022,,,21.00,750.000,ml,12,55.000
"Well Crafted Wine & Beverage Co.","Seppeltsfield Grenache 2021",21212,AUS1021,,,14.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Seppeltsfield Grenache 2022",24789,AUS1021,,,14.50,750.000,ml,12,91.000
"Well Crafted Wine & Beverage Co.","Seppeltsfield Para Tawny (100Y) 1925  100 ml",19230,AUS1027,,,,100.000,ml,1,0.000
"Well Crafted Wine & Beverage Co.","Seppeltsfield Riesling 2023",28248,AUS1019,,,12.50,750.000,ml,12,181.000
"Well Crafted Wine & Beverage Co.","Seppeltsfield Shiraz 2022",28280,AUS1020,,,14.50,750.000,ml,12,76.000
"Well Crafted Wine & Beverage Co.","Serra de Estrela Albarino (DC / MD Only) 2023",24168,SPA1330,,,,750.000,ml,12,47.000
"Well Crafted Wine & Beverage Co.","Shabo Grande Reserve Cabernet - Merlot 2023",27646,UKR1008,"Spyrt Worldwide (Shabo)",,13.50,750.000,ml,12,23.000
"Well Crafted Wine & Beverage Co.","Shabo Grande Reserve Cabernet Sauvignon 2023",27645,UKR1007,"Spyrt Worldwide (Shabo)",,13.00,750.000,ml,12,29.000
"Well Crafted Wine & Beverage Co.","Shabo Grande Reserve Merlot 2022",27647,UKR1021,"Spyrt Worldwide (Shabo)",,13.50,750.000,ml,12,39.000
"Well Crafted Wine & Beverage Co.","Shabo Grande Reserve Telti-Kuruk 2022",27648,UKR1009,"Spyrt Worldwide (Shabo)",,12.00,750.000,ml,12,43.000
"Well Crafted Wine & Beverage Co.","Shabo Grande Reserve Telti-Kuruk 2023",29441,UKR1009,"Spyrt Worldwide (Shabo)",,12.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Shabo IFWH Exclusive Cabernet Sauvignon 2016",27651,UKR1027,"Spyrt Worldwide (Shabo)",,13.00,750.000,ml,12,6.000
"Well Crafted Wine & Beverage Co.","Shabo Limited Edition Kakhetian Saperavi Merlot 2023",28921,UKR1010,"Spyrt Worldwide (Shabo)",,12.50,750.000,ml,12,75.000
"Well Crafted Wine & Beverage Co.","Shabo Original Cabernet Sauvignon 2022",27636,UKR1002,"Spyrt Worldwide (Shabo)",,12.50,750.000,ml,12,36.000
"Well Crafted Wine & Beverage Co.","Shabo Original Chardonnay 2023",27635,UKR1001,"Spyrt Worldwide (Shabo)",,12.50,750.000,ml,12,58.000
"Well Crafted Wine & Beverage Co.","Shabo Original Dry Rose 2023",27637,UKR1013,"Spyrt Worldwide (Shabo)",,12.50,750.000,ml,12,5.000
"Well Crafted Wine & Beverage Co.","Shabo Original Merlot 2022",27638,UKR1014,"Spyrt Worldwide (Shabo)",,13.00,750.000,ml,12,10.000
"Well Crafted Wine & Beverage Co.","Shabo Original Merlot 2024",29442,UKR1014,"Spyrt Worldwide (Shabo)",,13.00,750.000,ml,12,40.000
"Well Crafted Wine & Beverage Co.","Shabo Original Pinot Grigio 2024",30010,UKR1012,"Spyrt Worldwide (Shabo)",,12.50,750.000,ml,12,66.000
"Well Crafted Wine & Beverage Co.","Shabo Reserve Cabernet Sauvignon 2023",27640,UKR1005,"Spyrt Worldwide (Shabo)",,13.00,750.000,ml,12,66.000
"Well Crafted Wine & Beverage Co.","Shabo Reserve Chardonnay 2022",27643,UKR1015,"Spyrt Worldwide (Shabo)",,12.50,750.000,ml,12,34.000
"Well Crafted Wine & Beverage Co.","Shabo Reserve Merlot 2022",27653,UKR1004,"Spyrt Worldwide (Shabo)",,14.00,750.000,ml,12,60.000
"Well Crafted Wine & Beverage Co.","Shabo Reserve Pinot Grigio 2022",27642,UKR1017,"Spyrt Worldwide (Shabo)",,12.50,750.000,ml,12,32.000
"Well Crafted Wine & Beverage Co.","Shabo Reserve Saperavi 2023",27641,UKR1006,"Spyrt Worldwide (Shabo)",,12.00,750.000,ml,12,142.000
"Well Crafted Wine & Beverage Co.","Shabo Reserve Sauvignon Blanc 2022",27652,UKR1016,"Spyrt Worldwide (Shabo)",,13.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Shabo Reserve Telti-Kuruk 2023",27639,UKR1003,"Spyrt Worldwide (Shabo)",,11.50,750.000,ml,12,123.000
"Well Crafted Wine & Beverage Co.","Shabo Sparkling Classic Brut NV",27649,UKR1022,"Spyrt Worldwide (Shabo)",,13.00,750.000,ml,12,64.000
"Well Crafted Wine & Beverage Co.","Shabo Sparkling Grand Reserve 2016",27650,UKR1024,"Spyrt Worldwide (Shabo)",,13.00,750.000,ml,12,21.000
"Well Crafted Wine & Beverage Co.","Shabo Sparkling Grand Reserve NV",30330,UKR1024,"Spyrt Worldwide (Shabo)",,13.00,750.000,ml,12,12.000
"Well Crafted Wine & Beverage Co.","Shabo Sparkling Primo Secco Brut White NV",28920,UKR1011,,,12.00,750.000,ml,12,177.000
"Well Crafted Wine & Beverage Co.","Shabo Sparkling Primo Secco Semi Sweet White NV",30311,UKR1026,,,12.00,750.000,ml,12,163.000
"Well Crafted Wine & Beverage Co.","Shadowbox Carneros Pinot Noir 2014",7112,CAL1057,,,14.20,750.000,ml,12,17.000
"Well Crafted Wine & Beverage Co.","Shadowbox Napa Valley Cabernet Sauvignon 2013",7113,CAL1058,,,14.50,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Shadowbox Sonoma County Outline Red Blend 2015",2927,CAL1059,,,15.20,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Shipping- Domestic",24101,Shipping1001,,,,1.000,each,1,-15.000
"Well Crafted Wine & Beverage Co.","Shmona Winery Petit Verdot 2019",17065,,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Silverthorn River Dragon Cap Classique Blanc NV",29508,SAF1124,,,11.50,750.000,ml,6,64.000
"Well Crafted Wine & Beverage Co.","Silverthorn The Genie Cap Classique Brut Rose NV",29510,SAF1123,,,12.00,750.000,ml,6,98.000
"Well Crafted Wine & Beverage Co.","Silverthorn The Green Man Cap Classique Brut Blanc 2022",29509,SAF1122,,,11.50,750.000,ml,6,112.000
"Well Crafted Wine & Beverage Co.","Simply Syrah 2015",15904,SAF1063,,,14.00,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Sky Devil Cabernet Franc 2020",22505,CAL1330,,,,750.000,ml,12,24.000
"Well Crafted Wine & Beverage Co.","Sky Devil Cabernet Sauvignon 2018",15237,CAL1225,,,16.10,750.000,ml,12,12.000
"Well Crafted Wine & Beverage Co.","Sky Devil Cabernet Sauvignon 2019",28934,CAL1225,,,15.60,750.000,ml,12,120.000
"Well Crafted Wine & Beverage Co.","Sky Devil Dash Two 2022",24603,CAL1343,,,14.50,750.000,ml,12,183.000
"Well Crafted Wine & Beverage Co.","Sky Devil Formation 2018",14534,CAL1224,,,,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Sky Devil Formation 2020",23183,CAL1224,,,15.20,750.000,ml,12,143.000
"Well Crafted Wine & Beverage Co.","Sky Devil Formation 2021",30018,CAL1224,,,15.20,750.000,ml,12,264.000
"Well Crafted Wine & Beverage Co.","Sky Devil Malbec 2019",19545,CAL1296,,,,750.000,ml,12,24.000
"Well Crafted Wine & Beverage Co.","Sky Devil Malbec 2022",25348,CAL1296,,,14.80,750.000,ml,12,49.000
"Well Crafted Wine & Beverage Co.","Sky Devil Rose 2022",21474,CAL1325,,,13.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Sky Devil Rose 2023",24602,CAL1325,,,13.00,750.000,ml,12,40.000
"Well Crafted Wine & Beverage Co.","Sky Devil Sauvignon Blanc 2024",28935,CAL1378,,,13.80,750.000,ml,12,17.000
"Well Crafted Wine & Beverage Co.","Skylark Alondra Chardonnay 2018",7034,CAL1054,,,13.50,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Skylark Alondra Chardonnay 2023",28221,CAL1054,,,13.50,750.000,ml,12,382.000
"Well Crafted Wine & Beverage Co.","Skylark Grenache 2014",4691,CAL1056,,,14.80,750.000,ml,12,6.000
"Well Crafted Wine & Beverage Co.","Skylark Las Aves 2014",4690,,,,14.80,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Skylark Las Aves 2017",22288,CAL1053,,,14.80,750.000,ml,12,61.000
"Well Crafted Wine & Beverage Co.","Skylark Pink Belly 2017",3087,CAL1069,,,13.30,750.000,ml,12,5.000
"Well Crafted Wine & Beverage Co.","Skylark Pink Belly 2020",14919,CAL1069,,,13.30,750.000,ml,12,49.000
"Well Crafted Wine & Beverage Co.","Skylark Pinot Blanc 2018",4688,CAL1052,,,13.30,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Skylark Pinot Blanc 2022",22289,CAL1052,,,,750.000,ml,12,153.000
"Well Crafted Wine & Beverage Co.","Skylark Red Belly 2018",22290,CAL1051,,,14.80,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Skylark Red Belly 2019",23512,CAL1051,,,14.80,750.000,ml,12,411.000
"Well Crafted Wine & Beverage Co.","Skylark Rodgers Creek Syrah 2018",22291,CAL1130,,,14.80,750.000,ml,12,83.000
"Well Crafted Wine & Beverage Co.","Soco Vinicola Soco Blanco Lanzarote 2023",24055,SPA1303,,,13.00,750.000,ml,6,346.000
"Well Crafted Wine & Beverage Co.","Somontano G Garnacha 2016",2894,SPA1122,,,13.50,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Somontano La Moristel 2015",1953,SPA1123,,,13.50,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Somontano La Moristel 2016",2895,SPA1123,,,13.50,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Somontano Ojo de Liebre 2015",2169,SPA1121,,,13.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Sonder Field Blend 2021",18289,WAS1016,,,12.80,750.000,ml,12,112.000
"Well Crafted Wine & Beverage Co.","Sonder Field Blend 2022",23968,WAS1016,,,12.80,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Sonder Grenache blanc 2021",18205,SAMPLE,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Sonder Grenache blanc 2022",21268,WAS1034,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Sonder Grenache blanc 2023",25499,WAS1034,,,,750.000,ml,12,34.000
"Well Crafted Wine & Beverage Co.","Sonder Mourvedre 2019",14571,WAS1017,,,13.90,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Sonder Orange (White Field Blend) 2022",21267,WAS1035,,,,750.000,ml,12,72.000
"Well Crafted Wine & Beverage Co.","Sonder Rose 2022",21266,WAS1015,,,11.60,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Sonder Roussanne 2022",21265,WAS1014,,,12.10,750.000,ml,12,154.000
"Well Crafted Wine & Beverage Co.","Southern Belle French Belle 2019",19283,CAL1264,,,14.10,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Southern Belle Poor Boy 2020",19636,SPA1269,,,15.50,750.000,ml,12,11.000
"Well Crafted Wine & Beverage Co.","Southern Belle Poor Thing 2014",15252,CAL1253,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Southern Belle Poor Thing 2018",15964,CAL1253,,,14.00,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Southern Belle Precious 2021",23666,CAL1254,,,14.50,750.000,ml,12,156.000
"Well Crafted Wine & Beverage Co.","Southern Belle Precious (Damaged Label) 2020",21477,CAL1254,,,,750.000,ml,12,16.000
"Well Crafted Wine & Beverage Co.","Southern Belle Red Blend 2022",23665,CAL1252,,,14.50,750.000,ml,12,450.000
"Well Crafted Wine & Beverage Co.","Southern Belle Semi Precious 2021",20757,SPA1273,,,14.57,750.000,ml,12,381.000
"Well Crafted Wine & Beverage Co.","Spicy Wings Rock the Day Red NV",27394,SPA1350,,,12.50,750.000,ml,12,234.000
"Well Crafted Wine & Beverage Co.","Spicy Wings Tango with Me White NV",27393,SPA1349,,,12.00,750.000,ml,12,186.000
"Well Crafted Wine & Beverage Co.","Stel + Mar Andrew Cabernet Sauvignon (DC/MD Only) 2023",27777,CAL1359,,,13.90,750.000,ml,12,58.000
"Well Crafted Wine & Beverage Co.","Stel + Mar Andrew Syrah (DC/MD Only) 2023",27778,CAL1360,,,13.90,750.000,ml,12,80.000
"Well Crafted Wine & Beverage Co.","Stel + Mar Cabernet Sauvignon (DC, MD, and Southern VA Only) 2021",22710,CAL1333,,,13.70,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Stel + Mar Cabernet Sauvignon (DC, MD, and Southern VA Only) 2022",27084,CAL1333,,,13.70,750.000,ml,12,77.000
"Well Crafted Wine & Beverage Co.","Stel + Mar Chardonnay (DC, MD, and Southern VA Only) 2023",24711,CAL1332,,,13.50,750.000,ml,12,185.000
"Well Crafted Wine & Beverage Co.","Stel + Mar Pinot Noir (DC, MD, and Southern VA Only) NV",29234,CAL1380,,,13.50,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Stel + Mar Red Blend (DC, MD, and Southern VA Only) NV",22713,CAL1334,,,13.80,750.000,ml,12,104.000
"Well Crafted Wine & Beverage Co.","Stel + Mar Rose (DC, MD, and Southern VA Only) NV",22711,CAL1331,,,12.50,750.000,ml,12,386.000
"Well Crafted Wine & Beverage Co.","Stel + Mar Sauvignon Blanc (DC, MD, and Southern VA Only) NV",24598,CAL1344,,,12.00,750.000,ml,12,91.000
"Well Crafted Wine & Beverage Co.","Stel + Mar Sparkling Rose (DC, MD, and Southern VA Only) NV",24796,CAL1341,,,12.00,750.000,ml,12,96.000
"Well Crafted Wine & Beverage Co.","Sun Break Ariane Pinot Noir 2021",21338,ORO1046,,,,750.000,ml,12,76.000
"Well Crafted Wine & Beverage Co.","Sun Break Colette Pinot Noir 2021",21339,ORO1039,,,13.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Sun Break Idyll Acres Perfection Cider   500 ml",16507,ORO1038,,,8.20,500.000,ml,12,51.000
"Well Crafted Wine & Beverage Co.","Sun Break Liberty Red Cider   500 ml",16506,ORO1037,,,8.20,500.000,ml,12,34.000
"Well Crafted Wine & Beverage Co.","Sun Break Marie-Paule Pinot Noir Open Claim Vineyard 2019",16510,ORO1041,,,13.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Sun Break Marie-Paule Pinot Noir Open Claim Vineyard 2021",21340,ORO1041,,,13.20,750.000,ml,12,8.000
"Well Crafted Wine & Beverage Co.","Sun Break Nicolette White Pinot Noir 2023",25101,ORO1047,,,12.90,750.000,ml,12,556.000
"Well Crafted Wine & Beverage Co.","Sunspell Cabernet Sauvignon 2021",20418,AUS1012,,,13.50,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Sunspell Cabernet Sauvignon 2022",24790,AUS1012,,,13.50,750.000,ml,12,477.000
"Well Crafted Wine & Beverage Co.","Sutherland Cabernet Sauvignon 2015",21521,SAF1071,,,,750.000,ml,12,1.000
